Source,Dimension,SWOT,Text,Code,DocSources
Gray Lit,Catalytic Impact,Weakness,"[Unclear Flagship Prioritization] Countries often have strong agricultural strategies, but prioritizing and defining specific, well-resourced flagships can be challenging. (High confidence)",Flagship Focus,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Weakness,"[Limited Accountability for Decisions] While ATAs lead delivery, they are primarily advisory bodies, and their influence is derived from political backing rather than decision-making power, potentially limiting their direct authority over outcomes. (High confidence)",Limited Accountability for Decisions,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,[Expanded Commodity Support] The AATI plans to expand support to more commodities (horticulture & livestock) and geographies beyond initial focus. (High confidence),Expanded Commodity Support,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Knowledge Hub Creation] The AATI central team will coordinate and support national ATAs to ensure common design principles are replicated and best practices are shared, creating a knowledge hub of successful approaches and tools. (High confidence)",Knowledge Hub Creation,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Diversified Initiatives] ATI plans to expand efforts in digital agriculture, livestock commercialization, Climate Smart Agriculture (CSA), and job creation across agricultural value chains. (High confidence)",Diversified Initiatives,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,[Scaling Effective Approaches] The Ethiopian ATA/I aims to work with MoA and partners to scale effective approaches and transfer most roles to MoA in its transition phase (2026-2030). (High confidence),Scaling Effective Approaches,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Sector-Wide Impact Estimates] The ATI provided impact estimates on priority crops and select agricultural systemic priority areas, indicating a capability to measure and communicate broad impact. (High confidence)",Sector-Wide Impact Estimates,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Deepening Services] In 2024, the ATA in Togo plans to deepen services for pilot ZAAPs around mechanization, extension, and irrigation, expanding beyond initial offerings. (High confidence)",Deepening Services,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Strategic Guidance] The FAO evaluation aims to inform the future work of the ATA for the next ten years, in terms of support and investments that work best for the agricultural sector and smallholders. (High confidence)",Strategic Oversight,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Policy Influence] The ATA's work, particularly studies, influences the design and policy orientation of agricultural projects. (High confidence)",Policy Influence,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Capacity Building Playbook] A Playbook is being developed to offer customized assistance to ATOs in adopting the ""deliverology"" approach to strategy implementation. (High confidence)",Capacity Building Playbook,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Opportunity,"[Expansion to New ZAAPs] The ATA in Togo plans to scale up to 60 ZAAPs, expanding contract agriculture interventions and deepening services. (High confidence)",Expansion to New ZAAPs,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Threat,"[Isolation of Project Implementation] If the AATI primarily focuses on project implementation without sufficiently driving policy reforms, it might lead to isolated successes rather than broader transformation. (Medium confidence)",Isolation of Project Implementation,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Threat,"[Disproportionate Gains] The impact of ATA interventions on yields can be heterogeneous, with larger gains observed among farmers operating at greater scale and disproportionate gains by male-headed households over female-headed households in some areas, risking less inclusive transformation. (High confidence)",Disproportionate Gains,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Catalytic Impact,Threat,"[Limited Reach to Poorer Farmers] ATA interventions focus on more market-oriented producers, with the assumption that poorer farmers would directly benefit, but a substantial scope remains for further expansion among those not using modern inputs. (High confidence)",Limited Reach to Poorer Farmers,2025_Updated AATI workplan_v5.05.05.25xlsx.pdf; 3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI FAQ for IFAD EB Members FINAL.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA to ATI timeline v2.pdf; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of Partage d_Experiences_MAEDR-ATA_5.8.2024.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Introductory Presentation_ Ethiopia ATA-I learnings_ Redeat.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; One pager - AATI with countries - June 2023.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Academic Lit,Governance,Strengths,[Government Commitment] Countries committed to agricultural transformation will increase spending to drive transformation. The head of state and other top leaders showing high commitment to transformation is necessary for true change. Agricultural policy driven by evidence more than politics is crucial.,Political Commitment,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Strengths,[Effective Plan Building Blocks] An agricultural plan that has several basic building blocks is a critical component for effectiveness.,Effective Plan Building Blocks,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Strengths,[Policy Stability] Demonstrated commitment to policy stability is critical to support agricultural transformation.,Policy Stability,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Strengths,"[High Political Priority] In Ethiopia, agricultural transformation goals were already a high priority for the government in 2000, and this shifted to high performance by 2005. Leadership was able to refocus on Agricultural Development Led Industrialization (ADLI) after the Eritrean–Ethiopian War, and the subsequent Prime Minister continued to emphasize agriculture as a key driver.",High Political Priority,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Strengths,"[Plan Quality Improvement] The quality of Ethiopia's agricultural development plan, including clearer priorities, measurable targets, cost estimates, and specific gender strategies, jumped in 2002.",Plan Quality Improvement,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Strengths,[National-Local Alignment] The Agricultural Transformation Agency (ATA) in Ethiopia enabled a clearer and more effective process to align central and local agricultural strategies.,National-Local Alignment,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Strengths,[Inter-Ministerial Coordination] The ATA increased the capacity of ministries to coordinate agricultural policies in Ethiopia. Expert opinion on ministerial coordination capacity was low in the early 2000s but improved with recent interministerial coordination meetings.,Inter-Ministerial Coordination,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Weakness,"[Low Leadership Support] Leaders often lacked transformation training, access to good analytics, and a mentor network.",Low Leadership Support,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Weakness,"[Stakeholder Misalignment] Key stakeholders at the national level (ministries, private sector, civil society) often fail to come together and align priorities. There is also a vertical misalignment of different layers of government (national, state, and local), putting transformation progress at risk.",Stakeholder Misalignment,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Weakness,[Hard-to-Measure Shifts] Readiness for transformation depends on hard-to-measure shifts in political commitment and institutional innovation.,Hard-to-Measure Shifts,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Weakness,"[Civil Service Weakness] Ethiopia showed weak civil-service effectiveness scores across all periods, though the ATA helped bridge gaps.",Civil Service Weakness,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Weakness,"[Private Sector Coordination Challenges] There have been historical challenges incorporating the private sector in Ethiopia, though a coordination mechanism is now in place.",Private Sector Coordination Challenges,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Opportunity,"[Policy Direction] Farmers should be given guidance and training on how to make decisions about commercialization, rather than specific instructions on which crops to grow and sell.",Policy Direction,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Threat,[Political Turnover] Political turnover is an external risk that could undermine ATx models.,Political Turnover,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Governance,Threat,[Competing Agendas] Competing agendas are external risks that could undermine ATx models.,Competing Agendas,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf; Minot el al 2022.pdf
Academic Lit,Financing,Strengths,[High Government Expenditure] Countries committed to agricultural transformation will increase spending to drive transformation. Ethiopia showed moderate performance in government expenditure on agriculture in 2000.,High Government Expenditure,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Financing,Strengths,"[Budget Disbursement Capacity] High percentage of agricultural budget disbursed indicates that countries committed to transformation follow through on budgetary commitments. Ethiopia showed good capacity for disbursement, exceeding targets for extension services and fertilizer distribution, with over 95% of the budget disbursed in 2013.",Budget Disbursement Capacity,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Financing,Strengths,"[Quality of Expenditure] A high percentage of the budget spent on enablers such as infrastructure, R&D, and building human capital facilitates transformation more than subsidies.",Quality of Expenditure,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Financing,Weakness,"[Expenditure Quality Data Gap] For Ethiopia, historical data on how much of the agricultural budget was spent on transformation enablers (like research and infrastructure versus subsidies) was not available.",Quality of Expenditure,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Financing,Opportunity,[Investment Funds] There are opportunities to secure abundant investment funds.,Investment Funds,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Institutional Anchoring,Strengths,[Autonomous Agency Creation] The creation of the Agricultural Transformation Agency (ATA) in 2010 streamlined coordination of transformation activities and increased the talent pool. The ATA provided a better foundation on which to build the right policies and investments for agricultural transformation.,Autonomous Agency Creation,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Strengths,"[Foundational Shift] The critical importance of the ATA stands out as shifting foundational political, institutional, and organizational aspects in Ethiopia's early stages of transformation.",Foundational Shift,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Weakness,[Government Crowding Out] Government crowding out the private sector leadership is an obstacle to transformation. Heavy government presence may have slowed the rise of the private sector in Ethiopia.,Government Crowding Out,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Weakness,"[Lack of Responsible Org] There is no single organization (including the Ministry of Agriculture, ATA, or Ethiopian Agricultural Business Corporation) directly responsible for, or dedicated to, supporting agricultural mechanization or rural transformation.",Lack of Responsible Org,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Weakness,[Path Dependency] Agricultural modernization path dependencies and incumbent powers for top-down control of farmers have contributed to the lack of inclusive and equitable seed sector development in Ethiopia.,Path Dependency,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Weakness,"[State Control Motive] The regime's predominant focus on supplying agricultural inputs, including certified seeds, through public institutions is linked to its instrument for securing political control of rural constituencies.",State Control Motive,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Weakness,[Developmental State Overriding] The developmental state model in Ethiopia overrides donors’ neoliberal conditionalities to implement a competitive free market economy.,Developmental State Overriding,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
Academic Lit,Institutional Anchoring,Opportunity,"[Youth Protest Influence] Widespread youth protest between 2015 and 2018 brought a ""reformist"" Prime Minister (Abiy Ahmed) to power, leading to optimism about liberalization and privatization of Ethiopia’s agri-food system, including the seed sector.",Youth Employment,Boettiger et al 2017.pdf; Diriba 2018.pdf; Mulesa 2021.pdf
